,ind_engaj
6891175,1.0
6891176,0.0
6891177,0.0
6891198,1.0
6891200,0.0
6891208,0.0
6891211,1.0
6891214,0.0
6891219,0.0
6891222,1.0
6891227,0.0
6891230,0.0
6891235,1.0
6891237,1.0
6891244,0.0
6891245,0.0
6891246,1.0
6891257,0.0
6891260,0.0
6891262,0.0
6891264,1.0
6891265,0.0
6891268,1.0
6891273,0.0
6891277,1.0
6891280,1.0
6891281,1.0
6891282,1.0
6891287,0.0
6891289,0.0
6891292,0.0
6891300,0.0
6891306,1.0
6891310,0.0
6891312,0.0
6891323,1.0
6891333,1.0
6891335,1.0
6891339,0.0
6891340,0.0
6891343,1.0
6891345,0.0
6891347,1.0
6891361,1.0
6891364,0.0
6891366,1.0
6891371,0.0
6891375,0.0
6891381,1.0
6891386,0.0
6891389,1.0
6891391,0.0
6891392,0.0
6891397,1.0
6891403,1.0
6891410,0.0
6891416,1.0
6891424,0.0
6891429,1.0
6891432,0.0
6891434,1.0
6891439,1.0
6891441,0.0
6891452,0.0
6891455,1.0
6891456,1.0
6891469,0.0
6891470,0.0
6891473,1.0
6891475,0.0
6891478,0.0
6891479,0.0
6891480,0.0
6891486,0.0
6891487,0.0
6891489,1.0
6891497,1.0
6891506,0.0
6891507,0.0
6891508,0.0
6891509,0.0
6891512,1.0
6891519,1.0
6891526,0.0
6891533,0.0
6891536,1.0
6891543,0.0
6891545,1.0
6891549,1.0
6891561,1.0
6891578,1.0
6891586,1.0
6891589,1.0
6891596,0.0
6891597,0.0
6891598,0.0
6891599,1.0
6891608,0.0
6891611,1.0
6891613,1.0
6891614,0.0
6891618,0.0
6891622,1.0
6891626,1.0
6891627,0.0
6891628,1.0
6891630,0.0
6891631,1.0
6891634,1.0
6891637,1.0
6891644,0.0
6891645,1.0
6891653,1.0
6891658,0.0
6891661,1.0
6891665,1.0
6891684,1.0
6891688,0.0
6891692,0.0
6891693,0.0
6891698,1.0
6891699,0.0
6891700,1.0
6891704,1.0
6891706,1.0
6891707,1.0
6891716,1.0
6891720,0.0
6891727,1.0
6891730,0.0
6891736,1.0
6891753,1.0
6891760,0.0
6891764,1.0
6891765,0.0
6891770,1.0
6891771,1.0
6891778,0.0
6891782,1.0
6891784,1.0
6891786,1.0
6891787,0.0
6891789,0.0
6891790,1.0
6891794,1.0
6891795,0.0
6891800,1.0
6891815,0.0
6891818,1.0
6891821,0.0
6891824,1.0
6891825,1.0
6891830,1.0
6891835,0.0
6891842,0.0
6891848,0.0
6891850,0.0
6891852,0.0
6891859,0.0
6891860,0.0
6891862,1.0
6891863,1.0
6891865,0.0
6891866,1.0
6891871,0.0
6891872,1.0
6891874,1.0
6891876,1.0
6891879,0.0
6891880,1.0
6891887,0.0
6891892,0.0
6891900,1.0
6891904,1.0
6891907,0.0
6891909,0.0
6891913,1.0
6891916,0.0
6891923,1.0
6891925,0.0
6891937,1.0
6891939,0.0
6891951,1.0
6891964,0.0
6891966,1.0
6891968,0.0
6891972,1.0
6891974,1.0
6891975,1.0
6891985,1.0
6891986,1.0
6891987,1.0
6891990,0.0
6891997,0.0
6891998,0.0
6891999,0.0
6892002,0.0
6892007,0.0
6892008,0.0
6892012,0.0
6892013,0.0
6892014,0.0
6892015,1.0
6892022,1.0
6892023,1.0
6892025,0.0
6892027,1.0
6892032,0.0
6892036,1.0
6892037,1.0
6892038,0.0
6892048,0.0
6892051,1.0
6892057,1.0
6892059,1.0
6892069,1.0
6892079,1.0
6892087,0.0
6892091,0.0
6892093,1.0
6892096,0.0
6892101,0.0
6892110,0.0
6892111,1.0
6892112,0.0
6892113,1.0
6892114,1.0
6892119,1.0
6892123,0.0
6892127,0.0
6892131,1.0
6892135,1.0
6892136,1.0
6892140,0.0
6892143,0.0
6892144,0.0
6892155,1.0
6892156,0.0
6892176,1.0
6892179,1.0
6892180,1.0
6892182,1.0
6892183,0.0
6892186,1.0
6892187,0.0
6892192,0.0
6892193,1.0
6892196,0.0
6892203,0.0
6892204,1.0
6892208,1.0
6892210,1.0
6892214,1.0
6892219,1.0
6892227,0.0
6892228,0.0
6892238,0.0
6892240,1.0
6892244,1.0
6892246,1.0
6892249,1.0
6892251,1.0
6892252,0.0
6892255,1.0
6892260,1.0
6892261,1.0
6892263,1.0
6892266,1.0
6892270,0.0
6892272,0.0
6892283,0.0
6892288,1.0
6892291,0.0
6892297,0.0
6892299,0.0
6892309,1.0
6892310,1.0
6892316,1.0
6892318,1.0
6892326,0.0
6892340,1.0
6892342,1.0
6892345,0.0
6892350,1.0
6892357,1.0
6892360,0.0
6892362,0.0
6892363,0.0
6892364,0.0
6892369,1.0
6892372,0.0
6892376,0.0
6892378,0.0
6892384,1.0
6892393,0.0
6892397,1.0
6892400,1.0
6892405,1.0
6892415,0.0
6892418,0.0
6892419,1.0
6892423,1.0
6892433,1.0
6892440,1.0
6892441,1.0
6892447,0.0
6892454,1.0
6892462,1.0
6892473,1.0
6892482,0.0
6892483,0.0
6892484,1.0
6892485,0.0
6892488,1.0
6892490,1.0
6892494,0.0
6892501,1.0
6892505,0.0
6892509,1.0
6892513,1.0
6892519,1.0
6892521,0.0
6892522,0.0
6892530,1.0
6892535,0.0
6892539,0.0
6892545,0.0
6892546,1.0
6892547,0.0
6892548,1.0
6892552,0.0
6892554,0.0
6892559,1.0
6892560,0.0
6892565,0.0
6892566,1.0
6892567,1.0
6892568,1.0
6892570,1.0
6892573,1.0
6892574,0.0
6892578,1.0
6892579,0.0
6892580,0.0
6892583,1.0
6892589,0.0
6892592,0.0
6892595,1.0
6892596,1.0
6892597,1.0
6892602,0.0
6892605,1.0
6892607,0.0
6892608,1.0
6892610,0.0
6892615,0.0
6892616,1.0
6892623,1.0
6892626,1.0
6892640,0.0
6892645,0.0
6892646,1.0
6892653,1.0
6892658,1.0
6892660,1.0
6892668,0.0
6892670,1.0
6892674,1.0
6892676,0.0
6892679,0.0
6892693,0.0
6892694,1.0
6892696,1.0
6892697,1.0
6892709,0.0
6892710,0.0
6892713,1.0
6892717,0.0
6892718,1.0
6892719,0.0
6892727,0.0
6892729,1.0
6892733,0.0
6892737,0.0
6892740,1.0
6892741,0.0
6892742,0.0
6892743,1.0
6892744,0.0
6892747,1.0
6892750,0.0
6892753,1.0
6892759,1.0
6892763,0.0
6892765,0.0
6892767,1.0
6892784,1.0
6892787,0.0
6892792,0.0
6892795,1.0
6892798,1.0
6892802,0.0
6892811,1.0
6892815,1.0
6892817,0.0
6892825,0.0
6892827,0.0
6892830,0.0
6892845,1.0
6892847,1.0
6892850,1.0
6892852,0.0
6892859,0.0
6892865,1.0
6892875,1.0
6892879,1.0
6892880,1.0
6892884,0.0
6892891,1.0
6892893,1.0
6892917,1.0
6892919,1.0
6892924,1.0
6892925,0.0
6892934,1.0
6892939,0.0
6892940,0.0
6892950,1.0
6892951,0.0
6892958,0.0
6892967,1.0
6892969,1.0
6892983,1.0
6892986,1.0
6892992,1.0
6893005,1.0
6893007,1.0
6893019,1.0
6893021,0.0
6893032,0.0
6893033,0.0
6893037,1.0
6893038,1.0
6893044,0.0
6893046,1.0
6893050,0.0
6893067,0.0
6893072,1.0
6893078,0.0
6893079,0.0
6893083,0.0
6893087,0.0
6893090,0.0
6893091,1.0
6893097,0.0
6893106,1.0
6893116,0.0
6893119,0.0
6893120,1.0
6893123,0.0
6893124,1.0
6893131,1.0
6893134,0.0
6893137,0.0
6893139,1.0
6893146,0.0
6893147,0.0
6893149,0.0
6893150,1.0
6893154,1.0
6893158,1.0
6893160,0.0
6893164,1.0
6893170,0.0
6893171,1.0
6893173,1.0
6893175,1.0
6893180,1.0
6893187,0.0
6893188,1.0
6893190,1.0
6893191,1.0
6893196,1.0
6893197,1.0
6893199,0.0
6893201,0.0
6893204,0.0
6893218,1.0
6893220,1.0
6893221,1.0
6893223,1.0
6893239,1.0
6893250,0.0
6893257,1.0
6893272,1.0
6893279,1.0
6893282,1.0
6893288,0.0
6893289,1.0
6893292,0.0
6893296,0.0
6893302,0.0
6893304,0.0
6893306,1.0
6893310,0.0
6893321,1.0
6893326,1.0
6893333,1.0
6893335,0.0
6893341,0.0
6893352,0.0
6893355,0.0
6893356,1.0
6893358,1.0
6893377,1.0
6893380,0.0
6893384,1.0
6893387,1.0
6893392,0.0
6893393,0.0
6893400,0.0
6893401,1.0
6893412,1.0
6893416,0.0
6893420,1.0
6893421,0.0
6893429,0.0
6893431,0.0
6893435,1.0
6893446,1.0
6893447,0.0
6893453,1.0
6893460,1.0
6893479,0.0
6893482,0.0
6893485,1.0
6893489,1.0
6893495,1.0
6893512,1.0
6893524,0.0
6893525,1.0
6893529,1.0
6893537,1.0
6893541,1.0
6893545,0.0
6893546,0.0
6893547,0.0
6893551,1.0
6893554,1.0
6893560,1.0
6893563,1.0
6893567,0.0
6893568,0.0
6893581,1.0
6893582,0.0
6893583,1.0
6893591,1.0
6893592,1.0
6893594,0.0
6893597,0.0
6893600,1.0
6893606,1.0
6893607,0.0
6893610,0.0
6893612,0.0
6893614,0.0
6893617,1.0
6893618,1.0
6893619,1.0
6893623,0.0
6893624,1.0
6893626,0.0
6893627,0.0
6893637,1.0
6893639,0.0
6893642,1.0
6893648,1.0
6893654,0.0
6893657,1.0
6893659,0.0
6893661,1.0
6893665,0.0
6893676,0.0
6893677,1.0
6893678,0.0
6893681,0.0
6893692,1.0
6893703,1.0
6893708,1.0
6893714,0.0
6893716,0.0
6893718,1.0
6893723,1.0
6893728,1.0
6893729,1.0
6893732,1.0
6893739,0.0
6893746,0.0
6893749,1.0
6893756,0.0
6893758,1.0
6893771,1.0
6893772,0.0
6893773,1.0
6893780,1.0
6893794,1.0
6893809,1.0
6893814,0.0
6893816,1.0
6893818,0.0
6893821,1.0
6893825,0.0
6893830,0.0
6893835,1.0
6893837,1.0
6893838,0.0
6893847,0.0
6893849,1.0
6893853,1.0
6893855,0.0
6893859,1.0
6893861,1.0
6893865,1.0
6893871,1.0
6893877,1.0
6893881,1.0
6893885,0.0
6893887,1.0
6893889,0.0
6893901,0.0
6893907,0.0
6893912,1.0
6893920,1.0
6893922,1.0
6893929,0.0
6893932,0.0
6893934,1.0
6893937,0.0
6893938,1.0
6893941,1.0
6893944,0.0
6893946,0.0
6893948,0.0
6893951,0.0
6893959,0.0
6893966,0.0
6893970,0.0
6893974,0.0
6893980,0.0
6893983,0.0
6893985,1.0
6893990,1.0
6894003,1.0
6894006,1.0
6894009,0.0
6894012,1.0
6894015,0.0
6894019,1.0
6894036,1.0
6894037,1.0
6894039,1.0
6894044,0.0
6894048,0.0
6894049,1.0
6894051,1.0
6894062,1.0
6894065,1.0
6894066,1.0
6894067,1.0
6894074,1.0
6894075,0.0
6894083,1.0
6894091,0.0
6894095,0.0
6894098,0.0
6894099,1.0
6894102,1.0
6894104,0.0
6894105,1.0
6894106,1.0
6894108,0.0
6894115,0.0
6894117,1.0
6894127,1.0
6894132,0.0
6894133,0.0
6894143,1.0
6894147,1.0
6894153,1.0
6894156,1.0
6894167,1.0
6894172,1.0
6894175,1.0
6894181,0.0
6894186,1.0
6894198,1.0
6894201,1.0
6894205,1.0
6894207,1.0
6894222,0.0
6894224,0.0
6894226,0.0
6894231,0.0
6894233,0.0
6894241,1.0
6894255,1.0
6894260,0.0
6894261,1.0
6894267,0.0
6894270,0.0
6894271,0.0
6894273,1.0
6894277,1.0
6894279,0.0
6894296,0.0
6894298,1.0
6894299,1.0
6894305,0.0
6894308,1.0
6894312,0.0
6894315,0.0
6894318,0.0
6894328,0.0
6894329,1.0
6894331,1.0
6894334,0.0
6894335,0.0
6894340,0.0
6894341,1.0
6894342,1.0
6894351,1.0
6894352,1.0
6894360,0.0
6894364,0.0
6894375,0.0
6894380,1.0
6894392,1.0
6894399,0.0
6894400,0.0
6894402,1.0
6894405,1.0
6894406,0.0
6894407,0.0
6894412,1.0
6894422,0.0
6894426,1.0
6894433,1.0
6894450,1.0
6894456,1.0
6894458,0.0
6894461,1.0
6894477,0.0
6894481,1.0
6894482,1.0
6894485,1.0
6894495,1.0
6894497,1.0
6894498,1.0
6894501,1.0
6894503,1.0
6894506,0.0
6894511,1.0
6894520,0.0
6894522,1.0
6894524,1.0
6894528,0.0
6894538,1.0
6894541,1.0
6894546,1.0
6894554,1.0
6894564,1.0
6894568,1.0
6894571,1.0
6894576,1.0
6894581,1.0
6894584,0.0
6894586,1.0
6894589,1.0
6894590,1.0
6894591,1.0
6894595,0.0
6894597,0.0
6894600,0.0
6894604,0.0
6894608,1.0
6894611,1.0
6894624,0.0
6894625,0.0
6894629,1.0
6894632,1.0
6894641,1.0
6894659,0.0
6894660,1.0
6894662,1.0
6894668,0.0
6894669,1.0
6894673,0.0
6894677,1.0
6894685,1.0
6894704,0.0
6894715,1.0
6894718,1.0
6894727,0.0
6894729,1.0
6894733,1.0
6894734,1.0
6894743,0.0
6894745,1.0
6894746,1.0
6894748,0.0
6894755,1.0
6894756,0.0
6894762,1.0
6894763,1.0
6894764,1.0
6894765,0.0
6894773,0.0
6894780,0.0
6894787,0.0
6894789,0.0
6894790,1.0
6894792,0.0
6894798,1.0
6894804,0.0
6894806,0.0
6894818,0.0
6894821,0.0
6894836,1.0
6894842,1.0
6894860,0.0
6894863,0.0
6894870,1.0
6894873,0.0
6894880,1.0
6894883,0.0
6894892,0.0
6894896,0.0
6894900,0.0
6894906,1.0
6894913,0.0
6894929,0.0
6894932,1.0
6894937,0.0
6894940,0.0
6894941,0.0
6894945,0.0
6894946,1.0
6894949,0.0
6894959,1.0
6894963,1.0
6894974,0.0
6894982,0.0
6894987,1.0
6894989,0.0
6894994,1.0
6895002,0.0
6895003,1.0
6895004,0.0
6895007,0.0
6895008,1.0
6895014,0.0
6895018,0.0
6895019,0.0
6895020,1.0
6895026,0.0
6895028,0.0
6895030,0.0
6895031,0.0
6895039,0.0
6895040,0.0
6895043,0.0
6895044,1.0
6895046,1.0
6895047,1.0
6895048,1.0
6895049,1.0
6895050,1.0
6895051,0.0
6895063,1.0
6895065,1.0
6895085,1.0
6895094,1.0
6895095,0.0
6895096,1.0
6895098,0.0
6895105,1.0
6895108,1.0
6895111,1.0
6895117,0.0
6895118,1.0
6895120,1.0
6895122,0.0
6895125,1.0
6895128,1.0
6895132,0.0
6895140,1.0
6895147,0.0
6895150,0.0
6895153,0.0
6895158,1.0
6895162,1.0
6895166,1.0
6895172,1.0
6895173,0.0
6895180,0.0
6895189,1.0
6895193,1.0
6895195,0.0
6895198,1.0
6895200,0.0
6895202,0.0
6895209,1.0
6895213,1.0
6895215,0.0
6895218,1.0
6895231,0.0
6895243,1.0
6895251,0.0
6895263,0.0
6895266,1.0
6895277,0.0
6895292,1.0
6895299,1.0
6895300,1.0
6895312,0.0
6895316,0.0
6895323,1.0
6895325,0.0
6895327,1.0
6895329,0.0
6895332,0.0
6895333,1.0
6895341,1.0
6895343,1.0
6895347,1.0
6895362,0.0
6895374,0.0
6895376,0.0
6895385,1.0
6895392,1.0
6895393,1.0
6895400,0.0
6895402,0.0
6895411,0.0
6895417,1.0
6895422,1.0
6895426,0.0
6895427,1.0
6895428,0.0
6895430,1.0
6895438,1.0
6895443,1.0
6895445,0.0
6895456,1.0
6895458,1.0
6895461,1.0
6895467,1.0
6895472,1.0
6895482,0.0
6895489,1.0
6895492,1.0
6895495,0.0
6895501,1.0
6895502,0.0
6895522,1.0
6895531,1.0
6895534,1.0
6895536,0.0
6895540,1.0
6895541,1.0
6895542,0.0
6895549,0.0
6895555,0.0
6895559,0.0
6895561,1.0
6895565,0.0
6895568,0.0
6895575,0.0
6895593,0.0
6895594,1.0
6895602,1.0
6895605,0.0
6895607,1.0
6895614,0.0
6895615,0.0
6895619,0.0
6895621,1.0
6895623,0.0
6895624,0.0
6895626,0.0
6895635,1.0
6895636,1.0
6895638,0.0
6895650,1.0
6895653,1.0
6895659,0.0
6895660,1.0
6895666,0.0
6895667,0.0
6895672,0.0
6895674,1.0
6895675,0.0
6895682,0.0
6895683,1.0
6895687,1.0
6895691,0.0
6895708,0.0
6895709,0.0
6895712,1.0
6895717,1.0
6895719,0.0
6895720,0.0
6895742,0.0
6895746,1.0
6895747,0.0
6895755,0.0
6895770,1.0
6895778,0.0
6895787,0.0
6895791,1.0
6895796,1.0
6895804,0.0
6895806,1.0
6895811,0.0
6895816,1.0
6895820,1.0
6895821,1.0
6895836,0.0
6895839,0.0
6895840,0.0
6895843,1.0
6895844,0.0
6895846,0.0
6895852,0.0
6895855,1.0
6895861,1.0
6895870,0.0
6895872,1.0
6895873,1.0
6895874,1.0
6895885,0.0
6895888,1.0
6895896,0.0
6895899,1.0
6895900,1.0
6895903,1.0
6895909,1.0
6895911,0.0
6895922,1.0
6895923,1.0
6895924,1.0
6895925,0.0
6895931,1.0
6895948,1.0
6895952,0.0
6895953,0.0
6895956,0.0
6895957,1.0
6895960,1.0
6895966,1.0
6895970,1.0
6895984,0.0
6895992,0.0
6895993,1.0
6895998,1.0
6896000,0.0
6896012,1.0
6896016,1.0
6896025,1.0
6896026,0.0
6896032,0.0
6896037,1.0
6896040,1.0
6896046,1.0
6896050,1.0
6896059,1.0
6896061,1.0
6896071,1.0
6896072,1.0
6896075,1.0
6896080,0.0
6896082,0.0
6896086,1.0
6896089,1.0
6896094,1.0
6896099,0.0
6896101,0.0
6896103,1.0
6896104,0.0
6896105,1.0
6896112,1.0
6896115,1.0
6896120,0.0
6896123,1.0
6896124,1.0
6896133,0.0
6896137,0.0
6896145,0.0
6896148,1.0
6896149,1.0
6896153,1.0
6896162,1.0
6896167,0.0
6896179,1.0
6896204,0.0
6896205,1.0
6896207,1.0
6896208,0.0
6896209,0.0
6896212,0.0
6896215,0.0
6896217,1.0
6896218,0.0
6896224,1.0
6896227,0.0
6896231,1.0
6896232,0.0
6896236,1.0
6896237,1.0
6896238,0.0
6896252,0.0
6896253,1.0
6896254,1.0
6896259,1.0
6896264,0.0
6896271,1.0
6896277,0.0
6896288,1.0
6896292,0.0
6896298,0.0
6896299,1.0
6896307,0.0
6896309,0.0
6896310,0.0
6896324,0.0
6896326,0.0
6896327,0.0
6896331,0.0
6896337,1.0
6896348,0.0
6896352,1.0
6896355,0.0
6896359,1.0
6896368,1.0
6896372,1.0
6896378,0.0
6896386,0.0
6896388,1.0
6896393,0.0
6896399,1.0
6896404,1.0
6896411,0.0
6896412,1.0
6896415,1.0
6896418,0.0
6896422,0.0
6896424,0.0
6896431,1.0
6896438,1.0
6896444,0.0
6896447,0.0
6896448,0.0
6896450,1.0
6896453,1.0
6896461,1.0
6896473,0.0
6896479,0.0
6896501,0.0
6896506,1.0
6896507,0.0
6896508,1.0
6896510,0.0
6896511,0.0
6896522,1.0
6896524,1.0
6896525,0.0
6896538,0.0
6896539,1.0
6896549,1.0
6896553,0.0
6896555,0.0
6896558,1.0
6896559,1.0
6896566,1.0
6896567,1.0
6896569,0.0
6896572,0.0
6896573,0.0
6896587,1.0
6896588,0.0
6896589,0.0
6896591,0.0
6896592,1.0
6896597,0.0
6896600,0.0
6896611,1.0
6896613,0.0
6896615,1.0
6896620,0.0
6896622,1.0
6896624,0.0
6896630,0.0
6896634,1.0
6896642,0.0
6896644,1.0
6896651,0.0
6896652,1.0
6896661,1.0
6896662,1.0
6896663,0.0
6896665,1.0
6896677,0.0
6896680,1.0
6896681,0.0
6896684,1.0
6896689,1.0
6896690,0.0
6896692,0.0
6896694,0.0
6896697,1.0
6896698,1.0
6896699,0.0
6896702,0.0
6896703,1.0
6896707,1.0
6896709,0.0
6896710,0.0
6896713,1.0
6896720,1.0
6896724,0.0
6896725,1.0
6896729,1.0
6896731,0.0
6896733,1.0
6896740,0.0
6896746,1.0
6896748,0.0
6896755,1.0
6896758,1.0
6896760,1.0
6896763,0.0
6896764,0.0
6896769,0.0
6896771,1.0
6896772,1.0
6896777,0.0
6896790,1.0
6896791,1.0
6896793,0.0
6896796,1.0
6896798,0.0
6896799,1.0
6896804,1.0
6896805,1.0
6896817,1.0
6896824,0.0
6896828,1.0
6896830,1.0
6896831,1.0
6896834,0.0
6896836,0.0
6896848,0.0
6896854,0.0
6896860,1.0
6896862,1.0
6896865,1.0
6896868,1.0
6896876,1.0
6896878,0.0
6896882,1.0
6896896,0.0
6896912,1.0
6896913,1.0
6896921,0.0
6896923,1.0
6896927,1.0
6896931,1.0
6896941,1.0
6896949,0.0
6896952,0.0
6896956,0.0
6896969,0.0
6896995,1.0
6896999,1.0
6897001,1.0
6897002,1.0
6897009,1.0
6897010,1.0
6897022,1.0
6897025,0.0
6897027,1.0
6897033,0.0
6897037,1.0
6897038,0.0
6897039,0.0
6897041,0.0
6897042,1.0
6897048,0.0
6897050,1.0
6897051,0.0
6897056,0.0
6897057,0.0
6897061,1.0
6897064,0.0
6897066,0.0
6897075,0.0
6897076,0.0
6897078,1.0
6897097,1.0
6897102,0.0
6897104,0.0
6897107,1.0
6897110,0.0
6897112,1.0
6897118,0.0
6897119,1.0
6897123,0.0
6897129,1.0
6897134,0.0
6897136,0.0
6897138,0.0
6897141,0.0
6897143,1.0
6897152,0.0
6897158,0.0
6897160,1.0
6897164,1.0
6897171,1.0
6897182,1.0
6897191,0.0
6897192,0.0
6897195,0.0
6897197,1.0
6897203,0.0
6897205,1.0
6897207,1.0
6897212,1.0
6897215,1.0
6897220,0.0
6897224,0.0
6897238,0.0
6897239,0.0
6897244,0.0
6897245,0.0
6897254,0.0
6897255,0.0
6897259,1.0
6897261,1.0
6897264,1.0
6897266,1.0
6897269,0.0
6897286,1.0
6897291,1.0
6897292,0.0
6897299,1.0
6897301,1.0
6897305,1.0
6897307,1.0
6897315,0.0
6897325,0.0
6897330,1.0
6897337,0.0
6897342,0.0
6897346,1.0
6897355,1.0
6897364,0.0
6897369,0.0
6897370,1.0
6897377,0.0
6897382,0.0
6897389,0.0
6897394,0.0
6897405,1.0
6897408,0.0
6897418,0.0
6897423,0.0
6897429,1.0
6897431,0.0
6897436,1.0
6897439,0.0
6897442,1.0
6897451,1.0
6897457,0.0
6897460,1.0
6897467,1.0
6897473,0.0
6897479,1.0
6897486,1.0
6897492,1.0
6897493,1.0
6897497,1.0
6897498,0.0
6897501,0.0
6897503,1.0
6897509,1.0
6897515,1.0
6897516,0.0
6897522,1.0
6897523,1.0
6897528,0.0
6897538,0.0
6897550,0.0
6897555,0.0
6897560,0.0
6897568,0.0
6897570,0.0
6897577,0.0
6897583,0.0
6897588,0.0
6897591,0.0
6897593,1.0
6897596,0.0
6897597,0.0
6897601,0.0
6897608,1.0
6897614,1.0
6897622,0.0
6897641,1.0
6897648,1.0
6897657,0.0
6897659,1.0
6897660,0.0
6897666,1.0
6897669,1.0
6897670,0.0
6897675,0.0
6897684,0.0
6897702,0.0
6897705,0.0
6897707,0.0
6897708,1.0
6897710,0.0
6897718,1.0
6897720,1.0
6897724,1.0
6897729,1.0
6897740,0.0
6897747,1.0
6897751,0.0
6897752,1.0
6897753,1.0
6897754,0.0
6897762,1.0
6897764,0.0
6897765,0.0
6897768,1.0
6897769,1.0
6897775,0.0
6897776,1.0
6897780,1.0
6897782,0.0
6897783,0.0
6897796,1.0
6897798,0.0
6897799,1.0
6897801,0.0
6897802,1.0
6897805,1.0
6897810,1.0
6897818,1.0
6897819,1.0
6897820,0.0
6897829,0.0
6897832,0.0
6897835,1.0
6897842,0.0
6897844,0.0
6897849,1.0
6897854,0.0
6897857,0.0
6897859,0.0
6897863,1.0
6897864,1.0
6897866,0.0
6897872,0.0
6897887,0.0
6897889,1.0
6897893,1.0
6897909,0.0
6897927,0.0
6897935,0.0
6897937,1.0
6897954,1.0
6897970,1.0
6897976,1.0
6897981,1.0
6897984,0.0
6897993,1.0
6897994,0.0
6897996,1.0
6898001,1.0
6898003,1.0
6898005,0.0
6898008,1.0
6898011,0.0
6898014,1.0
6898016,0.0
6898020,1.0
6898021,0.0
6898025,0.0
6898027,1.0
6898028,0.0
6898029,0.0
6898034,1.0
6898038,1.0
6898042,1.0
6898047,1.0
6898050,1.0
6898053,1.0
6898056,0.0
6898059,0.0
6898074,0.0
6898082,1.0
6898085,0.0
6898087,1.0
6898088,0.0
6898093,0.0
6898097,0.0
6898107,1.0
6898114,0.0
6898115,1.0
6898116,0.0
6898119,1.0
6898126,0.0
6898129,1.0
6898134,0.0
6898137,0.0
6898146,1.0
6898148,1.0
6898149,1.0
6898150,0.0
6898155,0.0
6898158,1.0
6898171,0.0
6898173,1.0
6898177,0.0
6898179,1.0
6898185,0.0
6898189,0.0
6898191,0.0
6898193,0.0
6898194,1.0
6898201,1.0
6898202,1.0
6898205,0.0
6898207,0.0
6898215,1.0
6898225,0.0
6898227,1.0
6898231,0.0
6898247,1.0
6898249,0.0
6898253,0.0
6898255,1.0
6898257,0.0
6898265,1.0
6898270,0.0
6898272,0.0
6898273,1.0
6898275,1.0
6898278,1.0
6898279,1.0
6898280,1.0
6898284,1.0
6898285,1.0
6898286,0.0
6898287,0.0
6898293,0.0
6898297,1.0
6898305,0.0
6898306,0.0
6898314,1.0
6898317,0.0
6898318,0.0
6898324,0.0
6898328,1.0
6898329,1.0
6898350,0.0
6898354,0.0
6898357,0.0
6898360,1.0
6898364,0.0
6898366,1.0
6898375,1.0
6898390,1.0
6898395,0.0
6898396,1.0
6898397,0.0
6898399,1.0
6898403,1.0
6898405,1.0
6898411,1.0
6898421,1.0
6898422,0.0
6898430,0.0
6898433,1.0
6898435,0.0
6898441,1.0
6898444,1.0
6898445,0.0
6898447,0.0
6898448,1.0
6898451,1.0
6898455,0.0
6898464,1.0
6898465,0.0
6898467,0.0
6898473,1.0
6898475,1.0
6898476,1.0
6898477,1.0
6898478,1.0
6898480,1.0
6898486,1.0
6898490,0.0
6898494,0.0
6898496,1.0
6898499,0.0
6898503,1.0
6898504,1.0
6898510,1.0
6898512,0.0
6898518,1.0
6898520,1.0
6898525,0.0
6898528,0.0
6898535,1.0
6898538,0.0
6898548,1.0
6898553,0.0
6898554,1.0
6898561,1.0
6898568,1.0
6898576,1.0
6898586,1.0
6898589,0.0
6898592,1.0
6898603,1.0
6898609,0.0
6898611,1.0
6898625,1.0
6898628,0.0
6898630,0.0
6898634,1.0
6898637,1.0
6898639,0.0
6898641,0.0
6898647,1.0
6898648,1.0
6898658,1.0
6898666,1.0
6898667,0.0
6898673,1.0
6898675,0.0
6898676,0.0
6898679,0.0
6898680,0.0
6898681,1.0
6898684,0.0
6898691,0.0
6898695,0.0
6898696,1.0
6898701,1.0
6898702,1.0
6898703,1.0
6898707,1.0
6898713,1.0
6898717,0.0
6898720,0.0
6898724,1.0
6898726,1.0
6898728,1.0
6898730,1.0
6898754,1.0
6898756,1.0
6898757,0.0
6898764,0.0
6898776,1.0
6898784,1.0
6898792,1.0
6898797,0.0
6898824,0.0
6898825,1.0
6898833,0.0
6898837,0.0
6898843,0.0
6898856,0.0
6898862,0.0
6898871,1.0
6898872,1.0
6898877,1.0
6898878,1.0
6898884,1.0
6898890,1.0
6898892,1.0
6898895,0.0
6898918,1.0
6898919,0.0
6898920,1.0
6898925,1.0
6898927,1.0
6898933,0.0
6898936,0.0
6898950,1.0
6898952,0.0
6898953,1.0
6898959,1.0
6898961,1.0
6898964,0.0
6898966,0.0
6898971,0.0
6898982,1.0
6898983,1.0
6898984,0.0
6898991,1.0
6898995,0.0
6898996,1.0
6899012,1.0
6899016,1.0
6899017,0.0
6899022,1.0
6899029,0.0
6899036,0.0
6899037,1.0
6899038,1.0
6899045,1.0
6899049,0.0
6899054,1.0
6899057,0.0
6899061,0.0
6899062,1.0
6899069,1.0
6899075,0.0
6899077,1.0
6899078,0.0
6899091,0.0
6899100,1.0
6899117,1.0
6899119,0.0
6899127,1.0
6899133,1.0
6899135,1.0
6899141,1.0
6899142,1.0
6899144,1.0
6899147,1.0
6899149,1.0
6899152,0.0
6899163,1.0
